SWIN,SWOUT,SWNET,LWNET,EH,EE,melt [cm ice eq. day]
-1.006,0.43258,-0.57342,-13.294,54.277,-28.809,0.32725
41.8,-17.974,23.826,-20.37,38.605,-20.939,0.59586
244.8,-105.26,139.54,-38.913,35.526,-16.2,3.3837
422.7,-181.76,240.94,-49.928,35.95,-20.543,5.823
625.3,-268.88,356.42,-58.084,46.699,-27.835,8.9481
779.8,-335.31,444.49,-65.812,41.405,-25.951,11.118
942,-405.06,536.94,-72.737,45.635,-23.071,13.732
1034,-444.62,589.38,-71.402,32.395,-18.721,14.998
1077,-463.11,613.89,-69.388,33.622,-17.703,15.809
1023,-439.89,583.11,-69.563,26.858,-15.232,14.815
989,-425.27,563.73,-65.239,28.29,-17.292,14.372
896,-385.28,510.72,-63.572,40.683,-19.89,13.2
694,-298.42,395.58,-63.012,27.908,-13.697,9.7825
511.7,-220.03,291.67,-57.737,8.963,-4.0567,6.7375
339,-145.77,193.23,-61.748,28.879,-12.546,4.1698
187.8,-80.754,107.05,-32.142,44.368,-14.015,2.9693
40.41,-17.376,23.034,-28.962,12.428,-5.5148,0.027804
2.264,-0.97352,1.2905,-28.883,65.746,-31.424,0.18984
-1.722,0.74046,-0.98154,-31.139,74.506,-31.474,0.3078
-2.563,1.1021,-1.4609,-28.177,96.953,-41.931,0.71607
