NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Wind Speed
93.5,-21.805,3.8762,-2.6805,2.0562,0.64583,0.12475,98.325,13.195
171.75,-28.65,10.124,-1.4801,4.2806,0.62273,0.3235,97.25,13.29
109.75,-0.725,14.635,5.9001,3.6549,0.6267,0.446,98.3,13.935
144,-5.25,16.528,7.1663,4.5825,0.61186,0.49325,98.25,14.23
119,-3.55,11.905,3.1653,3.6819,0.60823,0.31425,98.425,16.087
54.5,2.05,22.826,16.856,2.7147,0.61416,0.7175,99.275,13.51
25.5,-16.605,28.902,24.29,1.7515,0.63701,0.88475,99.825,13.872
16,-48.058,25.86,22.18,0.45087,0.65957,0.88175,99.95,12.454
8.5,-45.33,36.102,29.962,0.82467,0.67308,0.99375,99.7,15.428
2,-54.288,34.912,29.487,0.34165,0.75,1.0415,99.8,14.235
0.5,-14.861,12.069,9.5774,0.20553,0.75,0.51375,99.725,9.9763
0,-1.2822,-28.734,-23.832,-1.519,NaN,-1.121,99.725,10.885
0,-2.7582,-37.801,-30.954,-2.0174,NaN,-1.7515,99.475,9.165
0,-5.1063,-53.39,-43.565,-2.8791,NaN,-2.405,98.925,9.4272
0,-5.093,-66.64,-53.435,-3.531,NaN,-2.922,98.7,9.685
0,-2.6665,-61.417,-48.959,-3.1889,NaN,-3.0768,98.65,8.477
0,-3.6143,-73.614,-58.608,-3.8319,NaN,-3.3152,98.35,9.4295
0,-5.5983,-95.839,-75.253,-4.9844,NaN,-3.739,98.125,10.885
0,-5.1073,-90.756,-71.097,-4.7099,NaN,-3.891,97.95,9.905
0,-6.3893,-82.271,-63.623,-4.2959,NaN,-4.1343,98,8.4508
0,-9.4475,-90.375,-69.627,-4.7801,NaN,-4.3403,97.775,8.8425
0,-6.5098,-96.857,-74.857,-5.0276,1,-4.259,97.8,9.6575
10,-4.2105,-86.973,-67.061,-4.1819,0.83471,-4.184,98.025,8.8275
44.75,9.695,-77.13,-61.759,-2.3821,0.82705,-3.5353,97.825,9.265
70.75,46.29,-72.105,-58.712,-0.38864,0.81742,-3.1723,97.925,9.6525
79.5,101.55,-43.597,-37.636,2.8158,0.82135,-2.2517,98,8.222
99.5,7.2175,-31.889,-29.975,1.2653,0.82319,-1.48,97.925,9.15
99.5,-51.773,-25.921,-25.871,-0.11467,0.85368,-1.0617,98.075,10.367
88.75,-52.59,-12.095,-14.056,0.28234,0.86181,-0.51975,98.375,9.8825
77.25,-78.025,-19.097,-20.054,-1.1263,0.84331,-0.6915,98.5,11.728
55.75,-23.63,-30.515,-28.419,-0.75641,0.84525,-1.1208,98.65,11.562
36,-20.803,-27.997,-25.186,-1.0715,0.85031,-1.0873,99.025,10.935
21,-13.018,-22.848,-20.162,-0.9881,0.83908,-0.7935,99.475,12.227
8,11.009,-10.721,-9.4227,-0.032022,0.80838,-0.66575,99.6,6.8388
0.75,-2.8655,-4.8176,-4.1462,-0.31254,0.8125,-1.0208,99.475,2.0042
0,43.968,-11.462,-9.5807,0.6467,NaN,-0.8305,99.8,5.861
0,20.87,-2.0769,-1.7127,0.48184,NaN,-0.32375,99.975,2.7242
0,27.415,-0.83682,-0.75774,0.72839,NaN,-0.1795,99.85,1.9797
0,-13.021,-0.3609,-0.29002,-0.38567,NaN,-0.12925,100,1.1858
0,-85.987,-0.8263,-0.66001,-2.4676,NaN,-0.109,100,3.2193
0,-45.026,-0.29382,-0.16646,-1.2832,NaN,-0.014,100,8.9125
0,6.161,19.892,16.74,1.2072,NaN,1.0397,99.775,8.1242
0,4.1315,35.173,31.056,1.9848,NaN,1.6707,99.975,8.94
0,1.4162,33.789,29.919,1.8371,NaN,1.7583,99.975,8.161
0,-4.3982,38.374,34.016,1.918,NaN,1.9143,99.925,8.513
0.25,1.7923,34.244,30.436,1.8822,0,1.9917,99.925,7.3012
0,89.235,37.131,25.945,4.2967,NaN,2.2873,96.575,6.894
0,10.683,52.629,2.7321,1.8631,NaN,3.3075,80.065,6.7572
191.75,-117.91,68.645,-12.719,3.6608,0.64276,4.5278,67.132,6.4382
267,-101.73,58.201,12.969,6.67,0.62657,3.3117,83.918,7.463
325.5,-81,63.99,22.21,9.3289,0.61445,4.4047,82.722,6.1692
354.5,-51.325,57.54,3.6886,10.28,0.61214,5.5925,69.323,5.1105
352.5,-6.65,61.625,-24.518,10.803,0.61758,8.9002,37.133,4.2678
319,-14.45,68.441,-23.776,9.8512,0.62982,8.4475,41.197,4.6255
263.5,-15.8,63.856,-0.21666,8.7828,0.64368,8.2515,55.883,4.4788
184.75,-26.025,18.537,10.634,5.3005,0.67715,6.8515,82.665,2.6507
101.75,-79.035,23.968,10.182,1.6042,0.70074,6.0907,79.54,2.945
35.25,-81.767,56.528,16.854,0.75785,0.72885,5.395,77.675,5.1597
1.5,-88.25,54.076,24.345,-0.23496,0.8,5.5005,82.205,4.9292
0,-82.728,45.515,30.505,-0.18924,NaN,4.7905,90.9,4.7235
0,-92.35,39.02,25.724,-0.77875,NaN,4.7577,90.65,4.2382
0,-79.955,87.761,32.401,1.1342,NaN,4.733,82.2,7.8742
0,-79.727,80.388,39.208,1.1247,NaN,4.1865,87.3,8.1543
0,-75.84,73.483,54.423,1.4688,NaN,3.6648,95.05,8.515
0,-57.86,83.96,54.962,2.2867,NaN,3.6513,92.975,9.765
0,-25.121,61.864,52.608,2.5206,NaN,3.1463,98.325,8.35
0,10.207,72.648,64.915,4.1686,NaN,3.165,99.25,9.7475
0,9.2175,67.254,59.721,3.842,NaN,2.8313,99.4,10.087
0,9.645,72.139,64.609,4.1297,NaN,2.9038,99.5,10.55
0,2.1245,54.03,47.232,2.9165,NaN,2.4402,99.425,9.4025
7.75,4.6343,49.82,43.19,2.9731,0.72321,2.1495,99.5,9.8425
70.25,6.635,67.942,57.013,5.6938,0.70483,2.7782,98.475,10.385
120.75,5.3,75.24,59.563,7.3586,0.70531,3.1425,97.05,10.168
183.5,-7.7,74.167,53.568,8.5626,0.68525,3.1223,95.575,10.088
221.5,-26.275,75.725,54.808,9.1895,0.67957,3.3255,95.25,9.67
223.75,-1.725,91.356,67.498,10.744,0.66986,3.5252,95.25,11.005
234.75,12,86.676,63.535,11.198,0.65093,3.894,94.45,9.4525
210.5,19.375,105.82,82.546,11.798,0.63183,4.158,95.225,10.807
152.75,17.35,105.23,79.706,10.015,0.63148,4.0687,94.775,10.983
101.5,-4.83,76.599,57.049,6.4972,0.61443,3.5052,95.425,9.28
41,11.27,57.513,46.378,4.4053,0.64957,2.9033,97.675,8.4125
14,-1.9375,48.837,40.122,2.8498,0.65644,2.6902,98.225,7.709
1.25,-4.8908,35.219,27.674,1.6715,0.6875,2.4835,97.8,6.0222
0,-56.955,36.925,27.728,0.21717,NaN,2.5157,97.125,6.233
0,-82.22,10.554,7.0709,-1.8222,NaN,2.3995,95.875,2.5038
0,-103.4,19.102,-9.8868,-2.6569,NaN,3.055,69.287,3.283
0,-104.95,53.965,-68.334,-3.366,NaN,5.1245,30.332,5.1498
0,-94.05,46.646,-60.983,-3.0576,NaN,5.8203,22.468,4.3022
0,-95.625,23.936,-27.551,-2.7995,NaN,5.735,28.425,2.9743
0,-105.6,36.524,-58.212,-3.5908,NaN,4.1745,31.355,4.3658
0,-108.62,49.592,-87.659,-4.1381,NaN,3.7147,32.965,5.6692
0,-98.375,54.844,-96.256,-3.9433,NaN,3.7782,32.388,6.1643
0,-86.425,42.856,-44.857,-2.4945,NaN,3.3765,54.422,5.39
0,-93.725,42.197,-40.519,-2.5966,NaN,3.2622,57.623,5.493
27.25,-91.24,26.599,-20.166,-1.6237,0.60507,2.001,75.16,5.645
132.5,-71.489,25.666,-0.14759,2.4409,0.53631,2.2155,85.15,4.9195
249.25,-0.525,21.636,3.8441,7.7352,0.50668,2.445,87.025,4.1653
350.25,68.25,23.813,4.2678,12.598,0.49129,2.667,85.975,4.2285
428.25,131.6,34.276,1.013,16.789,0.47806,3.1007,80.688,4.6943
476.75,174.62,47.619,-1.4944,19.676,0.46553,4.3937,72.212,5.1843
485.25,186.42,49.71,-5.3682,20.199,0.45858,5.203,65.705,4.792
449,173.28,69.823,-12.122,19.182,0.46195,6.0508,59.193,5.6302
379,129.4,76.841,-4.6474,16.378,0.46751,6.1742,62.485,5.9875
277.5,59.625,94.737,-26.151,11.445,0.48444,6.9983,50.788,6.4828
157,-20.778,108.81,-62.126,5.1598,0.52134,7.914,34.838,6.6443
52.75,-77.177,149.65,-101.14,0.67923,0.57631,8.085,29.783,7.8603
2,-106.03,117.32,-92.009,-2.2204,0.69231,7.9067,26.48,7.0613
0,-110.28,115.89,-84.654,-2.2296,NaN,8.3915,25.965,6.7082
0,-108.78,166.88,-105.17,-1.3279,NaN,8.67,28.625,8.1738
0,-105.7,137.59,-92.773,-1.7176,NaN,8.4425,27.973,7.6685
0,-102.7,121.39,-92.918,-2.094,NaN,8.024,26.56,7.1828
0,-98.625,106.88,-89.842,-2.3016,NaN,7.553,26.37,6.7668
0,-97.85,136.08,-120.13,-2.3105,NaN,7.5078,25.025,7.697
0,-95.925,114.95,-106.4,-2.4649,NaN,6.664,29.005,7.3252
0,-97.8,82.615,-77.583,-2.617,NaN,6.361,30.695,6.2133
0,-96.725,95.639,-89.048,-2.5427,NaN,5.963,33.948,6.811
0,-94.275,82.174,-91.202,-2.9141,NaN,4.858,37.64,7.1833
0,-95.5,76.904,-84.521,-2.9089,NaN,4.7812,38.688,6.8305
35.75,-94.067,74.276,-80.936,-1.833,0.51361,5.0213,36.73,6.2817
159.75,-78.815,89.334,-97.909,2.0412,0.4603,5.1375,35.475,7.3842
296,-22.55,110.06,-106.62,7.8109,0.4305,5.6277,35.328,8.3048
405.5,33.575,102.89,-93.779,12.643,0.42175,5.5527,37.8,7.869
484.25,69.925,104.68,-81.559,16.285,0.41692,5.5627,42.025,7.9915
526.25,93.675,82.784,-53.429,18.316,0.41674,5.366,47.765,6.5515
522,114.38,79.15,-56.836,18.581,0.42479,5.2445,46.36,6.409
473.25,117.72,64.23,-51.077,17.042,0.43994,5.5228,41.803,5.6105
387,80.375,62.951,-43.096,13.745,0.46006,5.4522,45.892,5.571
252.5,20.45,95.09,-75.574,8.2504,0.49297,5.656,40.817,7.1395
121.25,-24.9,95.202,-81.428,3.1065,0.51548,5.2488,42.023,7.7025
46,-60.852,89.365,-90.592,-0.4536,0.57309,5.226,37.25,7.2618
3.5,-90.035,75.413,-112.43,-3.4855,0.6,4.5995,29.16,6.9627
0,-86.6,70.901,-116.72,-3.7355,NaN,4.6835,23.688,6.4287
0,-84.05,57.495,-87.512,-3.2178,NaN,4.3368,31.335,5.63
0,-85.625,55.405,-56.34,-2.4418,NaN,4.2082,46.54,5.591
0,-84.95,53.016,-59.057,-2.5668,NaN,3.9005,47.125,5.772
